#               step               time           E_Zeeman            E_total                m_x                m_y                m_z            m_error            skx_num 
#                 <>                <s>                <J>                <J>                 <>                 <>                 <>                 <>                 <> 
                 648           6.48e-10     -99997.8842234     -99997.8842234   0.00289409483419   -0.0058257451201     0.999978842234  3.10818037974e-12                  0 
                 649           6.49e-10     -99997.9213012     -99997.9213012   0.00297026336045  -0.00572285645143     0.999979213012  3.10462766606e-12                  0 
                 650            6.5e-10     -99997.9577292     -99997.9577292   0.00304394676068  -0.00561955447346     0.999979577292  3.10085290778e-12                  0 
                 651           6.51e-10     -99997.9935189     -99997.9935189    0.0031151600482  -0.00551588643677     0.999979935189  3.09707814949e-12                  0 
                 652           6.52e-10     -99998.0286814     -99998.0286814   0.00318391892989   -0.0054118989057     0.999980286814  3.09330339121e-12                  0 
                 653           6.53e-10     -99998.0632277     -99998.0632277   0.00325023978798  -0.00530763775233     0.999980632277  3.08997272214e-12                  0 
                 654           6.54e-10     -99998.0971686     -99998.0971686   0.00331413966182  -0.00520314815062     0.999980971686  3.08619796385e-12                  0 
                 655           6.55e-10     -99998.1305147     -99998.1305147   0.00337563622981  -0.00509847457154     0.999981305147  3.08264525017e-12                  0 
                 656           6.56e-10     -99998.1632764     -99998.1632764   0.00343474779137    -0.004993660778     0.999981632764   3.0790925365e-12                  0 
                 657           6.57e-10      -99998.195464      -99998.195464    0.0034914932489   -0.0048887498202      0.99998195464  3.07576186742e-12                  0 
                 658           6.58e-10     -99998.2270876     -99998.2270876   0.00354589208993  -0.00478378403149     0.999982270876  3.07220915374e-12                  0 
                 659           6.59e-10     -99998.2581569     -99998.2581569   0.00359796436934   -0.0046788050247     0.999982581569  3.06865644006e-12                  0 
                 660            6.6e-10     -99998.2886818     -99998.2886818   0.00364773069164  -0.00457385368855     0.999982886818  3.06532577099e-12                  0 
                 661           6.61e-10     -99998.3186718     -99998.3186718   0.00369521219329  -0.00446897018434     0.999983186718  3.06177305731e-12                  0 
                 662           6.62e-10     -99998.3481362     -99998.3481362   0.00374043052529  -0.00436419394336     0.999983481362  3.05844238824e-12                  0 
                 663           6.63e-10     -99998.3770843     -99998.3770843   0.00378340783571  -0.00425956366438     0.999983770843  3.05488967456e-12                  0 
                 664           6.64e-10      -99998.405525      -99998.405525   0.00382416675248  -0.00415511731151      0.99998405525  3.05178105009e-12                  0 
                 665           6.65e-10     -99998.4334674     -99998.4334674   0.00386273036606  -0.00405089211212     0.999984334674  3.04822833641e-12                  0 
                 666           6.66e-10     -99998.4609201     -99998.4609201   0.00389912221256  -0.00394692455569     0.999984609201  3.04489766734e-12                  0 
                 667           6.67e-10     -99998.4878917     -99998.4878917   0.00393336625674  -0.00384325039246     0.999984878917  3.04156699826e-12                  0 
                 668           6.68e-10     -99998.5143906     -99998.5143906   0.00396548687522  -0.00373990463252     0.999985143906  3.03845837379e-12                  0 
                 669           6.69e-10     -99998.5404252     -99998.5404252   0.00399550883977  -0.00363692154512     0.999985404252  3.03512770472e-12                  0 
                 670            6.7e-10     -99998.5660035     -99998.5660035   0.00402345730091  -0.00353433465861     0.999985660035  3.03201908025e-12                  0 
                 671           6.71e-10     -99998.5911336     -99998.5911336   0.00404935777146  -0.00343217676036     0.999985911336  3.02891045578e-12                  0 
                 672           6.72e-10     -99998.6158233     -99998.6158233   0.00407323611027  -0.00333047989691     0.999986158233  3.02580183131e-12                  0 
                 673           6.73e-10     -99998.6400803     -99998.6400803   0.00409511850619  -0.00322927537465     0.999986400803  3.02247116224e-12                  0 
                 674           6.74e-10     -99998.6639122     -99998.6639122   0.00411503146216   -0.0031285937607     0.999986639122  3.01958458238e-12                  0 
                 675           6.75e-10     -99998.6873265     -99998.6873265   0.00413300177945  -0.00302846488404     0.999986873265  3.01647595791e-12                  0 
                 676           6.76e-10     -99998.7103305     -99998.7103305   0.00414905654193  -0.00292891783669     0.999987103305  3.01336733344e-12                  0 
                 677           6.77e-10     -99998.7329313     -99998.7329313   0.00416322310078   -0.0028299809756     0.999987329313  3.01025870897e-12                  0 
                 678           6.78e-10     -99998.7551361     -99998.7551361   0.00417552905914  -0.00273168192446     0.999987551361   3.0071500845e-12                  0 
                 679           6.79e-10     -99998.7769517     -99998.7769517   0.00418600225706  -0.00263404757589     0.999987769517  3.00426350464e-12                  0 
                 680            6.8e-10     -99998.7983851     -99998.7983851   0.00419467075639  -0.00253710409363     0.999987983851  3.00137692477e-12                  0 
                 681           6.81e-10     -99998.8194428     -99998.8194428   0.00420156282627  -0.00244087691549     0.999988194428  2.99849034491e-12                  0 
                 682           6.82e-10     -99998.8401315     -99998.8401315   0.00420670692841  -0.00234539075605     0.999988401315  2.99560376504e-12                  0 
                 683           6.83e-10     -99998.8604577     -99998.8604577    0.0042101317027  -0.00225066960978     0.999988604577  2.99271718518e-12                  0 
                 684           6.84e-10     -99998.8804276     -99998.8804276   0.00421186595297  -0.00215673675431     0.999988804276  2.98983060532e-12                  0 
                 685           6.85e-10     -99998.9000476     -99998.9000476   0.00421193863307  -0.00206361475411     0.999989000476  2.98694402545e-12                  0 
                 686           6.86e-10     -99998.9193238     -99998.9193238   0.00421037883294  -0.00197132546422     0.999989193238  2.98405744559e-12                  0 
                 687           6.87e-10     -99998.9382621     -99998.9382621   0.00420721576495  -0.00187989003407     0.999989382621  2.98139291033e-12                  0 
                 688           6.88e-10     -99998.9568686     -99998.9568686   0.00420247875045  -0.00178932891181     0.999989568686  2.97850633046e-12                  0 
                 689           6.89e-10      -99998.975149      -99998.975149   0.00419619720657  -0.00169966184865      0.99998975149   2.9756197506e-12                  0 
                 690            6.9e-10      -99998.993109      -99998.993109   0.00418840063313  -0.00161090790343      0.99998993109  2.97295521534e-12                  0 
                 691           6.91e-10     -99999.0107543     -99999.0107543   0.00417911859961  -0.00152308544727     0.999990107543  2.97029068008e-12                  0 
                 692           6.92e-10     -99999.0280904     -99999.0280904   0.00416838073269  -0.00143621216863     0.999990280904  2.96762614482e-12                  0 
                 693           6.93e-10     -99999.0451227     -99999.0451227   0.00415621670368  -0.00135030507839     0.999990451227  2.96496160956e-12                  0 
                 694           6.94e-10     -99999.0618565     -99999.0618565   0.00414265621629  -0.00126538051517     0.999990618565  2.96251911891e-12                  0 
                 695           6.95e-10      -99999.078297      -99999.078297   0.00412772899437  -0.00118145415061      0.99999078297  2.95985458365e-12                  0 
                 696           6.96e-10     -99999.0944495     -99999.0944495   0.00411146477034  -0.00109854099522     0.999990944495    2.957412093e-12                  0 
                 697           6.97e-10     -99999.1103188     -99999.1103188   0.00409389327336  -0.00101665540405     0.999991103188  2.95474755774e-12                  0 
                 698           6.98e-10     -99999.1259101     -99999.1259101   0.00407504421784 -0.000935811082593     0.999991259101  2.95208302248e-12                  0 
                 699           6.99e-10     -99999.1412281     -99999.1412281   0.00405494729223 -0.000856021092859     0.999991412281  2.94964053182e-12                  0 
                 700              7e-10     -99999.1562777     -99999.1562777   0.00403363214805 -0.000777297859667     0.999991562777  2.94697599657e-12                  0 
                 701           7.01e-10     -99999.1710636     -99999.1710636     0.004011128389 -0.000699653176964     0.999991710636  2.94475555052e-12                  0 
                 702           7.02e-10     -99999.1855903     -99999.1855903   0.00398746556025 -0.000623098214241     0.999991855903  2.94209101526e-12                  0 
                 703           7.03e-10     -99999.1998625     -99999.1998625   0.00396267313811 -0.000547643523245     0.999991998625   2.9396485246e-12                  0 
                 704           7.04e-10     -99999.2138846     -99999.2138846   0.00393678051988 -0.000473299044695     0.999992138846  2.93720603395e-12                  0 
                 705           7.05e-10     -99999.2276609     -99999.2276609   0.00390981701376 -0.000400074115147     0.999992276609  2.93476354329e-12                  0 
                 706           7.06e-10     -99999.2411958     -99999.2411958   0.00388181182898 -0.000327977473882     0.999992411958  2.93254309724e-12                  0 
                 707           7.07e-10     -99999.2544935     -99999.2544935   0.00385279406641 -0.000257017270107     0.999992544935  2.93010060659e-12                  0 
                 708           7.08e-10     -99999.2675582     -99999.2675582    0.0038227927091 -0.000187201070091     0.999992675582  2.92765811594e-12                  0 
                 709           7.09e-10     -99999.2803939     -99999.2803939   0.00379183661311 -0.000118535864444     0.999992803939  2.92543766989e-12                  0 
                 710            7.1e-10     -99999.2930047     -99999.2930047   0.00375995449851 -5.10280754637e-05     0.999992930047  2.92321722384e-12                  0 
                 711           7.11e-10     -99999.3053945     -99999.3053945   0.00372717494076  1.53164353106e-05     0.999993053945  2.92077473318e-12                  0 
                 712           7.12e-10     -99999.3175672     -99999.3175672   0.00369352636212   8.0492359583e-05     0.999993175672  2.91855428713e-12                  0 
                 713           7.13e-10     -99999.3295265     -99999.3295265    0.0036590370233  0.000144494934688     0.999993295265  2.91633384109e-12                  0 
                 714           7.14e-10     -99999.3412763     -99999.3412763   0.00362373501532  0.000207319935846     0.999993412763  2.91411339504e-12                  0 
                 715           7.15e-10     -99999.3528201     -99999.3528201   0.00358764825173  0.000268963668356     0.999993528201  2.91189294899e-12                  0 
                 716           7.16e-10     -99999.3641617     -99999.3641617   0.00355080446085  0.000329422959751     0.999993641617  2.90967250294e-12                  0 
                 717           7.17e-10     -99999.3753045     -99999.3753045   0.00351323117816  0.000388695151912     0.999993753045  2.90767410149e-12                  0 
                 718           7.18e-10      -99999.386252      -99999.386252   0.00347495573915  0.000446778093029      0.99999386252  2.90545365544e-12                  0 
                 719           7.19e-10     -99999.3970077     -99999.3970077   0.00343600527225  0.000503670129581     0.999993970077    2.903455254e-12                  0 
                 720            7.2e-10     -99999.4075749     -99999.4075749   0.00339640669191   0.00055937009824     0.999994075749  2.90123480795e-12                  0 
                 721           7.21e-10     -99999.4179569     -99999.4179569   0.00335618669182  0.000613877317766     0.999994179569  2.89923640651e-12                  0 
                 722           7.22e-10     -99999.4281569     -99999.4281569   0.00331537173862  0.000667191580769     0.999994281569  2.89701596046e-12                  0 
                 723           7.23e-10     -99999.4381782     -99999.4381782   0.00327398806556  0.000719313145511     0.999994381782  2.89501755901e-12                  0 
                 724           7.24e-10     -99999.4480239     -99999.4480239    0.0032320616664  0.000770242727649     0.999994480239  2.89279711296e-12                  0 
                 725           7.25e-10     -99999.4576971     -99999.4576971   0.00318961828952  0.000819981491943     0.999994576971  2.89102075612e-12                  0 
                 726           7.26e-10     -99999.4672007     -99999.4672007   0.00314668343233  0.000868531043921     0.999994672007  2.88880031007e-12                  0 
                 727           7.27e-10     -99999.4765378     -99999.4765378   0.00310328233579  0.000915893421535     0.999994765378  2.88702395324e-12                  0 
                 728           7.28e-10     -99999.4857113     -99999.4857113   0.00305943997902  0.000962071086812     0.999994857113  2.88502555179e-12                  0 
                 729           7.29e-10      -99999.494724      -99999.494724   0.00301518107428   0.00100706691745      0.99999494724  2.88280510574e-12                  0 
                 730            7.3e-10     -99999.5035787     -99999.5035787   0.00297053006213   0.00105088419842     0.999995035787   2.8810287489e-12                  0 
                 731           7.31e-10     -99999.5122783     -99999.5122783   0.00292551110671   0.00109352661357     0.999995122783  2.87925239206e-12                  0 
                 732           7.32e-10     -99999.5208254     -99999.5208254   0.00288014809107   0.00113499823719     0.999995208254  2.87725399062e-12                  0 
                 733           7.33e-10     -99999.5292228     -99999.5292228   0.00283446461305   0.00117530352561     0.999995292228  2.87525558917e-12                  0 
                 734           7.34e-10      -99999.537473      -99999.537473   0.00278848398106   0.00121444730876      0.99999537473  2.87347923233e-12                  0 
                 735           7.35e-10     -99999.5455786     -99999.5455786   0.00274222921015   0.00125243478176     0.999995455786   2.8717028755e-12                  0 
                 736           7.36e-10     -99999.5535421     -99999.5535421    0.0026957230181   0.00128927149653     0.999995535421  2.86970447405e-12                  0 
                 737           7.37e-10     -99999.5613661     -99999.5613661   0.00264898782202   0.00132496335334     0.999995613661  2.86792811721e-12                  0 
                 738           7.38e-10      -99999.569053      -99999.569053    0.0026020457349   0.00135951659247      0.99999569053  2.86592971577e-12                  0 
                 739           7.39e-10     -99999.5766052     -99999.5766052   0.00255491856225    0.0013929377858     0.999995766052  2.86437540353e-12                  0 
                 740            7.4e-10      -99999.584025      -99999.584025   0.00250762779915   0.00142523382845      0.99999584025  2.86259904669e-12                  0 
                 741           7.41e-10     -99999.5913148     -99999.5913148   0.00246019462735    0.0014564119305     0.999995913148  2.86060064525e-12                  0 
                 742           7.42e-10     -99999.5984768     -99999.5984768   0.00241263991262    0.0014864796086     0.999995984768  2.85882428841e-12                  0 
                 743           7.43e-10     -99999.6055134     -99999.6055134   0.00236498420201   0.00151544467774     0.999996055134  2.85726997618e-12                  0 
                 744           7.44e-10     -99999.6124266     -99999.6124266   0.00231724772166   0.00154331524299     0.999996124266  2.85571566394e-12                  0 
                 745           7.45e-10     -99999.6192187     -99999.6192187   0.00226945037458   0.00157009969123     0.999996192187   2.8539393071e-12                  0 
                 746           7.46e-10     -99999.6258917     -99999.6258917   0.00222161173855   0.00159580668306     0.999996258917  2.85216295026e-12                  0 
                 747           7.47e-10     -99999.6324478     -99999.6324478   0.00217375106415   0.00162044514452     0.999996324478  2.85060863803e-12                  0 
                 748           7.48e-10      -99999.638889      -99999.638889   0.00212588727324    0.0016440242591      0.99999638889  2.84905432579e-12                  0 
                 749           7.49e-10     -99999.6452173     -99999.6452173   0.00207803895727   0.00166655345961     0.999996452173  2.84727796895e-12                  0 
                 750            7.5e-10     -99999.6514348     -99999.6514348   0.00203022437588   0.00168804242016     0.999996514348  2.84550161211e-12                  0 
                 751           7.51e-10     -99999.6575432     -99999.6575432   0.00198246145561    0.0017085010482     0.999996575432  2.84416934448e-12                  0 
                 752           7.52e-10     -99999.6635447     -99999.6635447   0.00193476778889   0.00172793947657     0.999996635447  2.84239298765e-12                  0 
                 753           7.53e-10     -99999.6694409     -99999.6694409   0.00188716063304    0.0017463680557     0.999996694409  2.84083867541e-12                  0 
                 754           7.54e-10     -99999.6752338     -99999.6752338    0.0018396569094   0.00176379734566     0.999996752338  2.83928436318e-12                  0 
                 755           7.55e-10     -99999.6809252     -99999.6809252   0.00179227320271    0.0017802381085     0.999996809252  2.83795209555e-12                  0 
                 756           7.56e-10     -99999.6865169     -99999.6865169   0.00174502576063   0.00179570130053     0.999996865169  2.83617573871e-12                  0 
                 757           7.57e-10     -99999.6920106     -99999.6920106   0.00169793049333   0.00181019806462     0.999996920106  2.83484347108e-12                  0 
                 758           7.58e-10      -99999.697408      -99999.697408   0.00165100297314   0.00182373972267      0.99999697408  2.83328915884e-12                  0 
                 759           7.59e-10     -99999.7027108     -99999.7027108   0.00160425843458   0.00183633776805     0.999997027108  2.83173484661e-12                  0 
                 760            7.6e-10     -99999.7079206     -99999.7079206   0.00155771177433   0.00184800385816     0.999997079206  2.82995848977e-12                  0 
                 761           7.61e-10     -99999.7130392     -99999.7130392   0.00151137755139   0.00185874980707     0.999997130392  2.82862622214e-12                  0 
                 762           7.62e-10     -99999.7180681     -99999.7180681   0.00146526998728   0.00186858757812     0.999997180681  2.82729395451e-12                  0 
                 763           7.63e-10     -99999.7230089     -99999.7230089   0.00141940296656   0.00187752927676     0.999997230089  2.82573964228e-12                  0 
                 764           7.64e-10      -99999.727863      -99999.727863   0.00137379003733   0.00188558714331      0.99999727863  2.82440737465e-12                  0 
                 765           7.65e-10     -99999.7326321     -99999.7326321   0.00132844441182   0.00189277354589     0.999997326321  2.82285306241e-12                  0 
                 766           7.66e-10     -99999.7373176     -99999.7373176   0.00128337896719   0.00189910097337     0.999997373176  2.82152079478e-12                  0 
                 767           7.67e-10      -99999.741921      -99999.741921   0.00123860624645   0.00190458202841      0.99999741921  2.81996648255e-12                  0 
                 768           7.68e-10     -99999.7464438     -99999.7464438   0.00119413845946   0.00190922942065     0.999997464438  2.81863421492e-12                  0 
                 769           7.69e-10     -99999.7508873     -99999.7508873   0.00114998748394    0.0019130559598     0.999997508873  2.81730194729e-12                  0 
                 770            7.7e-10     -99999.7552529     -99999.7552529    0.0011061648668   0.00191607454902     0.999997552529  2.81574763505e-12                  0 
                 771           7.71e-10      -99999.759542      -99999.759542   0.00106268182543   0.00191829817825      0.99999759542  2.81463741203e-12                  0 
                 772           7.72e-10     -99999.7637559     -99999.7637559   0.00101954924914   0.00191973991768     0.999997637559   2.8130830998e-12                  0 
                 773           7.73e-10      -99999.767896      -99999.767896  0.000976777700639   0.00192041291122      0.99999767896  2.81175083217e-12                  0 
                 774           7.74e-10     -99999.7719635     -99999.7719635  0.000934377417726   0.00192033037019     0.999997719635  2.81064060914e-12                  0 
                 775           7.75e-10     -99999.7759598     -99999.7759598  0.000892358315019   0.00191950556698     0.999997759598  2.80930834151e-12                  0 
                 776           7.76e-10      -99999.779886      -99999.779886  0.000850729985764   0.00191795182889      0.99999779886  2.80797607388e-12                  0 
                 777           7.77e-10     -99999.7837434     -99999.7837434  0.000809501703699   0.00191568253189     0.999997837434  2.80664380625e-12                  0 
                 778           7.78e-10     -99999.7875332     -99999.7875332  0.000768682425158   0.00191271109475     0.999997875332  2.80553358323e-12                  0 
                 779           7.79e-10     -99999.7912566     -99999.7912566   0.00072828079112   0.00190905097296     0.999997912566   2.8042013156e-12                  0 
                 780            7.8e-10     -99999.7949148     -99999.7949148  0.000688305129368   0.00190471565295     0.999997949148  2.80309109257e-12                  0 
                 781           7.81e-10     -99999.7985088     -99999.7985088  0.000648763456763   0.00189971864625     0.999997985088  2.80175882494e-12                  0 
                 782           7.82e-10     -99999.8020399     -99999.8020399  0.000609663481619   0.00189407348393     0.999998020399  2.80042655731e-12                  0 
                 783           7.83e-10     -99999.8055091     -99999.8055091   0.00057101260611   0.00188779371093     0.999998055091  2.79931633429e-12                  0 
                 784           7.84e-10     -99999.8089174     -99999.8089174  0.000532817928728   0.00188089288056     0.999998089174  2.79798406666e-12                  0 
                 785           7.85e-10     -99999.8122661     -99999.8122661  0.000495086246904   0.00187338454917     0.999998122661  2.79665179903e-12                  0 
                 786           7.86e-10     -99999.8155561     -99999.8155561  0.000457824059646   0.00186528227083     0.999998155561  2.79554157601e-12                  0 
                 787           7.87e-10     -99999.8187884     -99999.8187884  0.000421037570248   0.00185659959209     0.999998187884  2.79443135298e-12                  0 
                 788           7.88e-10      -99999.821964      -99999.821964  0.000384732689027   0.00184735004685      0.99999821964  2.79332112996e-12                  0 
                 789           7.89e-10     -99999.8250841     -99999.8250841  0.000348915036234   0.00183754715141     0.999998250841  2.79221090693e-12                  0 
                 790            7.9e-10     -99999.8281494     -99999.8281494  0.000313589944934    0.0018272043995     0.999998281494  2.79110068391e-12                  0 
                 791           7.91e-10      -99999.831161      -99999.831161  0.000278762463969   0.00181633525747      0.99999831161  2.78999046088e-12                  0 
                 792           7.92e-10     -99999.8341199     -99999.8341199  0.000244437360963   0.00180495315948     0.999998341199  2.78888023786e-12                  0 
                 793           7.93e-10     -99999.8370269     -99999.8370269  0.000210619125451   0.00179307150297     0.999998370269  2.78754797023e-12                  0 
                 794           7.94e-10     -99999.8398829     -99999.8398829  0.000177311971992   0.00178070364409     0.999998398829  2.78665979181e-12                  0 
                 795           7.95e-10     -99999.8426889     -99999.8426889  0.000144519843338   0.00176786289315     0.999998426889  2.78554956878e-12                  0 
                 796           7.96e-10     -99999.8454457     -99999.8454457  0.000112246413683    0.0017545625104     0.999998454457  2.78443934576e-12                  0 
                 797           7.97e-10     -99999.8481542     -99999.8481542  8.04950919645e-05    0.0017408157017     0.999998481542  2.78332912274e-12                  0 
                 798           7.98e-10     -99999.8508153     -99999.8508153  4.92690251764e-05    0.0017266356144     0.999998508153  2.78244094432e-12                  0 
                 799           7.99e-10     -99999.8534297     -99999.8534297  1.85711017205e-05    0.0017120353332     0.999998534297  2.78133072129e-12                  0 
                 800              8e-10     -99999.8559983     -99999.8559983 -1.15960451473e-05   0.00169702787626     0.999998559983  2.78022049827e-12                  0 
                 801           8.01e-10     -99999.8585218     -99999.8585218 -4.12300338758e-05    0.0016816261913     0.999998585218  2.77911027524e-12                  0 
                 802           8.02e-10     -99999.8610012     -99999.8610012 -7.03287311285e-05   0.00166584315183     0.999998610012  2.77800005222e-12                  0 
                 803           8.03e-10     -99999.8634371     -99999.8634371 -9.88902482859e-05   0.00164969155338     0.999998634371   2.7771118738e-12                  0 
                 804           8.04e-10     -99999.8658303     -99999.8658303 -0.000126912937848   0.00163318411003     0.999998658303  2.77600165077e-12                  0 
                 805           8.05e-10     -99999.8681816     -99999.8681816 -0.000154395389865   0.00161633345089     0.999998681816  2.77489142775e-12                  0 
                 806           8.06e-10     -99999.8704917     -99999.8704917 -0.000181336428325   0.00159915211661     0.999998704917  2.77400324933e-12                  0 
                 807           8.07e-10     -99999.8727613     -99999.8727613 -0.000207735107514   0.00158165255617     0.999998727613  2.77311507091e-12                  0 
                 808           8.08e-10     -99999.8749911     -99999.8749911 -0.000233590708324   0.00156384712361     0.999998749911  2.77222689249e-12                  0 
                 809           8.09e-10     -99999.8771818     -99999.8771818 -0.000258902734576   0.00154574807497     0.999998771818  2.77133871407e-12                  0 
                 810            8.1e-10     -99999.8793342     -99999.8793342  -0.00028367090931   0.00152736756517     0.999998793342  2.77022849104e-12                  0 
                 811           8.11e-10     -99999.8814488     -99999.8814488 -0.000307895171044   0.00150871764515     0.999998814488  2.76934031262e-12                  0 
                 812           8.12e-10     -99999.8835264     -99999.8835264 -0.000331575670014   0.00148981025898     0.999998835264  2.76845213421e-12                  0 
                 813           8.13e-10     -99999.8855675     -99999.8855675 -0.000354712764415   0.00147065724119     0.999998855675  2.76756395579e-12                  0 
                 814           8.14e-10     -99999.8875729     -99999.8875729 -0.000377307016622   0.00145127031395     0.999998875729  2.76667577737e-12                  0 
                 815           8.15e-10     -99999.8895432     -99999.8895432 -0.000399359189385   0.00143166108465     0.999998895432  2.76578759895e-12                  0 
                 816           8.16e-10     -99999.8914789     -99999.8914789 -0.000420870242021   0.00141184104335     0.999998914789  2.76467737592e-12                  0 
                 817           8.17e-10     -99999.8933807     -99999.8933807 -0.000441841326604    0.0013918215604     0.999998933807  2.76401124211e-12                  0 
                 818           8.18e-10     -99999.8952491     -99999.8952491 -0.000462273784142   0.00137161388411     0.999998952491  2.76290101908e-12                  0 
                 819           8.19e-10     -99999.8970849     -99999.8970849 -0.000482169140741   0.00135122913856     0.999998970849  2.76201284066e-12                  0 
                 820            8.2e-10     -99999.8988884     -99999.8988884 -0.000501529103768   0.00133067832148     0.999998988884  2.76134670685e-12                  0 
                 821           8.21e-10     -99999.9006604     -99999.9006604 -0.000520355558025   0.00130997230216     0.999999006604  2.76023648382e-12                  0 
                 822           8.22e-10     -99999.9024013     -99999.9024013 -0.000538650561898   0.00128912181951     0.999999024013   2.7593483054e-12                  0 
                 823           8.23e-10     -99999.9041116     -99999.9041116 -0.000556416343521   0.00126813748023     0.999999041116  2.75846012698e-12                  0 
                 824           8.24e-10     -99999.9057921     -99999.9057921 -0.000573655296943   0.00124702975696     0.999999057921  2.75757194856e-12                  0 
                 825           8.25e-10      -99999.907443      -99999.907443 -0.000590369978286   0.00122580898658      0.99999907443  2.75668377014e-12                  0 
                 826           8.26e-10      -99999.909065      -99999.909065  -0.00060656310192   0.00120448536862      0.99999909065  2.75579559172e-12                  0 
                 827           8.27e-10     -99999.9106586     -99999.9106586 -0.000622237536637    0.0011830689637     0.999999106586   2.7549074133e-12                  0 
                 828           8.28e-10     -99999.9122243     -99999.9122243 -0.000637396301834   0.00116156969208     0.999999122243  2.75424127949e-12                  0 
                 829           8.29e-10     -99999.9137626     -99999.9137626 -0.000652042563701   0.00113999733221     0.999999137626  2.75335310107e-12                  0 
                 830            8.3e-10     -99999.9152738     -99999.9152738 -0.000666179631428   0.00111836151954     0.999999152738  2.75224287805e-12                  0 
                 831           8.31e-10     -99999.9167586     -99999.9167586 -0.000679810953414    0.0010966717452     0.999999167586  2.75157674423e-12                  0 
                 832           8.32e-10     -99999.9182174     -99999.9182174 -0.000692940113495   0.00107493735493     0.999999182174  2.75068856581e-12                  0 
                 833           8.33e-10     -99999.9196506     -99999.9196506 -0.000705570827173   0.00105316754792     0.999999196506    2.750022432e-12                  0 
                 834           8.34e-10     -99999.9210587     -99999.9210587 -0.000717706937882   0.00103137137588     0.999999210587  2.74913425358e-12                  0 
                 835           8.35e-10     -99999.9224422     -99999.9224422 -0.000729352413256   0.00100955774213     0.999999224422  2.74846811976e-12                  0 
                 836           8.36e-10     -99999.9238013     -99999.9238013 -0.000740511341403   0.00098773540069     0.999999238013  2.74757994134e-12                  0 
                 837           8.37e-10     -99999.9251367     -99999.9251367 -0.000751187927225  0.000965912955556     0.999999251367  2.74691380753e-12                  0 
                 838           8.38e-10     -99999.9264486     -99999.9264486 -0.000761386488736  0.000944098859985     0.999999264486  2.74624767371e-12                  0 
                 839           8.39e-10     -99999.9277376     -99999.9277376 -0.000771111453413  0.000922301415873     0.999999277376   2.7455815399e-12                  0 
                 840            8.4e-10      -99999.929004      -99999.929004 -0.000780367354551  0.000900528773142      0.99999929004  2.74469336148e-12                  0 
                 841           8.41e-10     -99999.9302482     -99999.9302482 -0.000789158827663   0.00087878892931     0.999999302482  2.74402722766e-12                  0 
                 842           8.42e-10     -99999.9314705     -99999.9314705 -0.000797490606896   0.00085708972904     0.999999314705  2.74336109385e-12                  0 
                 843           8.43e-10     -99999.9326715     -99999.9326715 -0.000805367521465  0.000835438863789     0.999999326715  2.74247291543e-12                  0 
                 844           8.44e-10     -99999.9338514     -99999.9338514 -0.000812794492104  0.000813843871468     0.999999338514  2.74202882622e-12                  0 
                 845           8.45e-10     -99999.9350106     -99999.9350106 -0.000819776527578   0.00079231213628     0.999999350106   2.7411406478e-12                  0 
                 846           8.46e-10     -99999.9361496     -99999.9361496 -0.000826318721191  0.000770850888525     0.999999361496  2.74047451398e-12                  0 
                 847           8.47e-10     -99999.9372685     -99999.9372685 -0.000832426247331  0.000749467204492     0.999999372685  2.73980838017e-12                  0 
                 848           8.48e-10     -99999.9383679     -99999.9383679 -0.000838104358038  0.000728168006403     0.999999383679  2.73914224636e-12                  0 
                 849           8.49e-10      -99999.939448      -99999.939448 -0.000843358379625  0.000706960062473      0.99999939448  2.73847611254e-12                  0 
                 850            8.5e-10     -99999.9405091     -99999.9405091  -0.00084819370931   0.00068584998697     0.999999405091  2.73780997873e-12                  0 
                 851           8.51e-10     -99999.9415517     -99999.9415517 -0.000852615811867  0.000664844240326     0.999999415517  2.73714384491e-12                  0 
                 852           8.52e-10      -99999.942576      -99999.942576  -0.00085663021634  0.000643949129355      0.99999942576   2.7364777111e-12                  0 
                 853           8.53e-10     -99999.9435823     -99999.9435823 -0.000860242512778  0.000623170807513     0.999999435823  2.73581157728e-12                  0 
                 854           8.54e-10      -99999.944571      -99999.944571    -0.000863458349  0.000602515275191      0.99999944571  2.73514544347e-12                  0 
                 855           8.55e-10     -99999.9455424     -99999.9455424 -0.000866283427374  0.000581988380045     0.999999455424  2.73447930965e-12                  0 
                 856           8.56e-10     -99999.9464967     -99999.9464967 -0.000868723501681  0.000561595817453     0.999999464967  2.73381317584e-12                  0 
                 857           8.57e-10     -99999.9474344     -99999.9474344 -0.000870784373978  0.000541343130961     0.999999474344  2.73314704202e-12                  0 
                 858           8.58e-10     -99999.9483556     -99999.9483556   -0.0008724718915    0.0005212357128     0.999999483556  2.73248090821e-12                  0 
                 859           8.59e-10     -99999.9492606     -99999.9492606 -0.000873791943592  0.000501278804417     0.999999492606  2.73181477439e-12                  0 
                 860            8.6e-10     -99999.9501498     -99999.9501498 -0.000874750458714  0.000481477497138     0.999999501498  2.73137068518e-12                  0 
                 861           8.61e-10     -99999.9510234     -99999.9510234 -0.000875353401454  0.000461836732806     0.999999510234  2.73070455137e-12                  0 
                 862           8.62e-10     -99999.9518817     -99999.9518817 -0.000875606769573  0.000442361304476     0.999999518817  2.73003841755e-12                  0 
                 863           8.63e-10      -99999.952725      -99999.952725 -0.000875516591098  0.000423055857167      0.99999952725  2.72937228374e-12                  0 
